passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,total_amount
Erica Hall,2017-05-18 10:18:35,2017-05-18 10:41:58,Card,6,2.1,15.0,3.95,0.0,Erica,0 days 00:23:23,18.95
Timothy Koch,2017-01-28 09:20:58,2017-01-28 09:23:47,Cash,1,0.56,4.0,0.0,0.0,Timothy,0 days 00:02:49,4.0
Sara Brooks,2017-07-13 08:12:07,2017-07-13 08:37:34,Card,1,11.21,33.5,8.01,5.76,Sara,0 days 00:25:27,47.269999999999996
Debbie Avila MD,2017-03-21 11:57:23,2017-03-21 12:19:08,Cash,5,1.44,13.5,2.86,0.0,Debbie,0 days 00:21:45,16.36
Heather Crawford,2017-06-29 18:00:23,2017-06-29 18:06:47,Card,1,0.5,6.0,2.0,0.0,Heather,0 days 00:06:24,8.0
Jason Ferguson,2017-06-23 18:56:16,2017-06-23 19:05:31,Card,1,1.07,7.5,1.86,0.0,Jason,0 days 00:09:15,9.36
Kelly Sherman,2017-01-11 09:05:33,2017-01-11 09:25:25,Card,1,2.3,13.5,0.0,0.0,Kelly,0 days 00:19:52,13.5
Melvin Spencer,2017-01-02 20:22:00,2017-01-02 20:25:19,Cash,1,0.9,5.0,0.0,0.0,Melvin,0 days 00:03:19,5.0
Lisa Haynes,2017-06-17 16:33:59,2017-06-17 16:39:11,Cash,1,0.65,5.5,1.26,0.0,Lisa,0 days 00:05:12,6.76
Tracy Paul,2017-06-03 14:58:08,2017-06-03 15:26:10,Cash,1,4.5,21.0,4.0,0.0,Tracy,0 days 00:28:02,25.0
Vernon Nguyen,2017-08-03 18:32:05,2017-08-03 18:46:28,Cash,1,2.0,11.0,2.55,0.0,Vernon,0 days 00:14:23,13.55
Christopher Norris,2017-05-16 14:28:47,2017-05-16 14:49:43,Card,2,1.91,13.5,1.0,0.0,Christopher,0 days 00:20:56,14.5
Victor Walsh,2017-06-13 23:54:03,2017-06-13 23:57:24,Card,5,0.92,5.0,1.0,0.0,Victor,0 days 00:03:21,6.0
Kelly Taylor,2017-12-28 20:41:44,2017-12-28 20:55:54,Cash,1,2.6,12.0,2.65,0.0,Kelly,0 days 00:14:10,14.65
Maria Brown,2017-10-31 09:35:04,2017-10-31 09:48:10,Card,1,1.55,9.5,0.0,0.0,Maria,0 days 00:13:06,9.5
Robert Garcia,2017-01-08 10:30:56,2017-01-08 10:45:12,Cash,1,3.0,12.5,1.33,0.0,Robert,0 days 00:14:16,13.83
Diana Hughes,2017-08-11 13:08:24,2017-08-11 13:23:46,Cash,1,1.15,10.0,1.0,0.0,Diana,0 days 00:15:22,11.0
Casey Boone,2017-01-12 20:53:23,2017-01-12 20:56:12,Cash,1,1.1,5.0,1.55,0.0,Casey,0 days 00:02:49,6.55
Andrea Cole,2017-09-19 22:18:28,2017-09-19 22:42:18,Card,2,5.21,20.0,4.26,0.0,Andrea,0 days 00:23:50,24.259999999999998
Robert Swanson,2017-07-18 15:45:38,2017-07-18 15:56:42,Cash,1,1.91,9.5,1.54,0.0,Robert,0 days 00:11:04,11.04
Michelle Garcia,2017-08-30 17:17:18,2017-08-30 18:08:59,Card,2,9.69,36.5,0.0,0.0,Michelle,0 days 00:51:41,36.5
Reginald Hurley,2017-03-08 19:53:03,2017-03-08 20:17:20,Cash,1,2.0,15.5,0.0,0.0,Reginald,0 days 00:24:17,15.5
Melanie Moses,2017-11-11 10:16:20,2017-11-11 10:25:44,Cash,1,1.41,8.0,1.23,0.0,Melanie,0 days 00:09:24,9.23
Aaron Kline,2017-12-01 01:04:03,2017-12-01 01:24:08,Card,1,5.23,19.0,0.0,0.0,Aaron,0 days 00:20:05,19.0
David Thompson,2017-04-08 17:07:04,2017-04-08 17:16:11,Card,2,1.4,8.0,1.75,0.0,David,0 days 00:09:07,9.75
Alexis Perez,2017-11-16 18:33:18,2017-11-16 18:54:30,Cash,1,6.67,20.5,0.0,0.0,Alexis,0 days 00:21:12,20.5
Jordan Brown,2017-07-22 10:37:38,2017-07-22 11:13:59,Card,2,17.0,52.0,11.7,5.76,Jordan,0 days 00:36:21,69.46000000000001
Cody Henderson,2017-06-24 01:19:12,2017-06-24 01:32:37,Cash,1,2.09,10.5,0.0,0.0,Cody,0 days 00:13:25,10.5
Jennifer Baxter,2017-07-19 12:13:41,2017-07-19 12:17:26,Cash,6,0.46,4.5,0.64,0.0,Jennifer,0 days 00:03:45,5.14
Taylor Parker,2017-01-27 17:57:00,2017-01-27 18:52:13,Card,1,17.48,52.0,0.0,0.0,Taylor,0 days 00:55:13,52.0
Joseph Lewis,2017-11-22 20:37:11,2017-11-22 20:51:27,Card,1,1.45,10.0,0.0,0.0,Joseph,0 days 00:14:16,10.0
Paul Zavala,2017-10-07 17:14:52,2017-10-07 17:34:52,Card,2,1.66,13.0,0.0,0.0,Paul,0 days 00:20:00,13.0
Lisa Lopez,2017-10-26 08:16:49,2017-10-26 08:24:52,Card,1,1.18,7.0,1.56,0.0,Lisa,0 days 00:08:03,8.56
Jesse Adams,2017-11-10 15:18:22,2017-11-10 15:32:51,Card,6,2.81,11.5,1.84,0.0,Jesse,0 days 00:14:29,13.34
Ashley Santos,2017-04-21 14:19:58,2017-04-21 14:26:21,Card,1,1.27,6.5,0.0,0.0,Ashley,0 days 00:06:23,6.5
Annette Andrews,2017-02-23 11:47:05,2017-02-23 12:01:33,Cash,1,1.6,11.0,2.35,0.0,Annette,0 days 00:14:28,13.35
Thomas Morrison,2017-05-07 03:08:01,2017-05-07 03:30:19,Card,1,3.3,16.5,0.0,0.0,Thomas,0 days 00:22:18,16.5
Michael Waller,2017-10-23 16:50:31,2017-10-23 16:58:00,Card,2,1.25,7.0,0.0,0.0,Michael,0 days 00:07:29,7.0
Jason Sparks,2017-11-01 06:49:03,2017-11-01 07:00:56,Card,1,2.4,11.0,0.0,0.0,Jason,0 days 00:11:53,11.0
Christopher Grant,2017-12-23 09:59:34,2017-12-23 10:02:28,Card,1,0.72,4.5,0.0,0.0,Christopher,0 days 00:02:54,4.5
Jason Mcdonald,2017-06-21 20:30:30,2017-06-21 20:41:40,Card,1,2.28,10.5,2.36,0.0,Jason,0 days 00:11:10,12.86
Victoria Lamb,2017-08-31 19:52:30,2017-08-31 20:34:36,Cash,1,17.5,52.0,0.0,5.76,Victoria,0 days 00:42:06,57.76
Erin Jordan,2017-10-23 22:19:22,2017-10-23 22:34:32,Card,1,3.26,13.0,0.0,0.0,Erin,0 days 00:15:10,13.0
Shannon Morgan,2017-03-05 10:20:48,2017-03-05 10:28:12,Cash,2,2.62,10.0,2.7,0.0,Shannon,0 days 00:07:24,12.7
Jacqueline Becker,2017-02-16 16:22:03,2017-02-16 17:33:07,Cash,1,19.3,60.0,0.0,0.0,Jacqueline,0 days 01:11:04,60.0
Jill Holder,2017-12-13 17:22:27,2017-12-13 17:40:23,Cash,3,1.94,12.5,0.0,0.0,Jill,0 days 00:17:56,12.5
Devon Myers,2017-02-03 19:01:49,2017-02-03 19:13:55,Card,1,2.0,10.5,2.45,0.0,Devon,0 days 00:12:06,12.95
John Padilla,2017-06-02 00:28:49,2017-06-02 00:33:56,Card,1,0.78,5.5,0.0,0.0,John,0 days 00:05:07,5.5
Tiffany Medina,2017-09-10 00:47:57,2017-09-10 01:01:23,Cash,1,2.0,10.5,0.0,0.0,Tiffany,0 days 00:13:26,10.5
Alyssa Cabrera,2017-08-22 07:09:44,2017-08-22 07:15:35,Cash,4,1.91,7.5,0.0,0.0,Alyssa,0 days 00:05:51,7.5
Jill Meza,2017-12-17 10:02:41,2017-12-17 10:06:38,Card,5,1.02,5.0,0.0,0.0,Jill,0 days 00:03:57,5.0
Andrew Logan,2017-04-18 18:42:11,2017-04-18 18:51:29,Cash,1,0.73,7.0,2.2,0.0,Andrew,0 days 00:09:18,9.2
Kimberly Davidson,2017-06-14 09:12:20,2017-06-14 09:24:05,Card,1,1.6,9.5,0.0,0.0,Kimberly,0 days 00:11:45,9.5
Gabrielle Flores,2017-08-14 20:50:54,2017-08-14 21:06:04,Cash,1,3.26,13.0,3.58,0.0,Gabrielle,0 days 00:15:10,16.58
Scott Wood,2017-04-07 07:10:09,2017-04-07 07:15:56,Card,1,0.79,6.0,1.7,0.0,Scott,0 days 00:05:47,7.7
Jessica Young,2017-12-05 21:30:43,2017-12-05 21:33:05,Card,1,0.5,4.0,1.0,0.0,Jessica,0 days 00:02:22,5.0
Micheal Simpson,2017-10-08 03:02:36,2017-10-08 03:09:59,Card,1,2.7,9.5,0.0,0.0,Micheal,0 days 00:07:23,9.5
Alexis Martinez,2017-09-27 15:06:53,2017-09-27 15:14:37,Cash,1,0.7,6.5,2.15,0.0,Alexis,0 days 00:07:44,8.65
John Rhodes,2017-03-31 04:30:59,2017-03-31 04:43:30,Card,1,3.89,14.0,3.82,0.0,John,0 days 00:12:31,17.82
Jose Flores,2017-09-27 18:32:45,2017-09-27 18:40:23,Card,1,1.47,7.5,0.0,0.0,Jose,0 days 00:07:38,7.5
Elizabeth Leon,2017-07-01 14:56:32,2017-07-01 15:07:46,Cash,3,1.6,9.0,0.0,0.0,Elizabeth,0 days 00:11:14,9.0
Joyce Jordan,2017-01-21 21:18:22,2017-01-21 21:27:46,Card,1,1.9,9.0,2.05,0.0,Joyce,0 days 00:09:24,11.05
Nicholas Ford,2017-12-13 20:08:36,2017-12-13 20:34:37,Card,1,10.3,31.5,7.7,5.76,Nicholas,0 days 00:26:01,44.96
Mark Reeves,2017-07-21 15:57:16,2017-07-21 16:02:40,Card,2,0.6,5.5,1.5,0.0,Mark,0 days 00:05:24,7.0
Sarah Le,2017-08-22 03:47:37,2017-08-22 03:48:57,Card,1,0.42,3.5,0.0,0.0,Sarah,0 days 00:01:20,3.5
Ronnie Rojas,2017-09-18 23:05:03,2017-09-18 23:19:25,Card,2,3.69,13.5,2.96,0.0,Ronnie,0 days 00:14:22,16.46
Amanda Barton,2017-01-06 14:58:55,2017-01-06 15:17:08,Cash,1,3.98,16.0,0.0,0.0,Amanda,0 days 00:18:13,16.0
Erika Zimmerman,2017-04-21 11:40:02,2017-04-21 11:53:16,Cash,1,2.04,11.0,0.0,0.0,Erika,0 days 00:13:14,11.0
Mary Garrett,2017-05-30 05:46:24,2017-05-30 05:52:08,Card,5,1.62,7.0,1.66,0.0,Mary,0 days 00:05:44,8.66
Andrew Greene,2017-04-16 19:23:11,2017-04-16 19:25:55,Cash,1,0.5,4.0,0.95,0.0,Andrew,0 days 00:02:44,4.95
Glenda Kennedy,2017-05-28 00:43:21,2017-05-28 00:46:23,Card,2,1.08,5.0,1.26,0.0,Glenda,0 days 00:03:02,6.26
Dylan Blackwell,2017-10-15 11:29:25,2017-10-15 11:42:23,Cash,1,2.26,11.0,3.54,0.0,Dylan,0 days 00:12:58,14.54
Laura Harris,2017-11-20 16:54:45,2017-11-20 16:58:28,Cash,1,0.4,4.5,1.25,0.0,Laura,0 days 00:03:43,5.75
Laura Vasquez,2017-09-26 16:38:34,2017-09-26 16:59:44,Card,1,2.1,14.0,3.15,0.0,Laura,0 days 00:21:10,17.15
Kari Graham,2017-06-30 12:07:02,2017-06-30 12:31:48,Cash,1,2.76,16.5,0.0,0.0,Kari,0 days 00:24:46,16.5
Ralph Graves,2017-11-20 18:32:18,2017-11-20 18:42:38,Card,1,1.1,8.0,2.45,0.0,Ralph,0 days 00:10:20,10.45
Sarah Benson,2017-09-27 07:32:37,2017-09-27 07:39:55,Cash,1,1.05,7.0,1.56,0.0,Sarah,0 days 00:07:18,8.56
Kari Smith,2017-12-16 02:20:37,2017-12-16 02:29:46,Card,1,3.1,10.5,1.77,0.0,Kari,0 days 00:09:09,12.27
Tyler Velez,2017-03-12 15:45:29,2017-03-12 15:59:36,Card,2,2.3,11.5,2.45,0.0,Tyler,0 days 00:14:07,13.95
Donna Ortiz,2017-10-17 08:34:35,2017-10-17 08:54:24,Card,1,2.21,14.0,0.0,0.0,Donna,0 days 00:19:49,14.0
Erika Williams,2017-09-19 16:44:32,2017-09-19 16:51:12,Cash,1,0.5,5.5,0.0,0.0,Erika,0 days 00:06:40,5.5
Howard Carlson II,2017-01-30 15:44:42,2017-01-30 15:48:55,Card,2,0.5,4.5,1.06,0.0,Howard,0 days 00:04:13,5.5600000000000005
Terry Spears,2017-06-08 19:20:12,2017-06-08 19:33:01,Card,1,2.2,10.5,0.0,0.0,Terry,0 days 00:12:49,10.5
Michelle Marshall,2017-11-03 00:44:28,2017-11-03 01:06:55,Cash,1,3.62,17.0,0.0,0.0,Michelle,0 days 00:22:27,17.0
Anthony Rogers,2017-05-08 17:42:40,2017-05-08 17:46:50,Card,1,0.41,4.5,1.26,0.0,Anthony,0 days 00:04:10,5.76
David Williamson,2017-11-24 03:29:19,2017-11-24 03:48:23,Card,1,8.0,24.5,5.15,0.0,David,0 days 00:19:04,29.65
Jessica Parker,2017-01-04 23:19:55,2017-01-04 23:26:19,Cash,1,1.25,6.5,0.0,0.0,Jessica,0 days 00:06:24,6.5
Patrick Thomas,2017-04-02 11:48:24,2017-04-02 11:52:06,Cash,2,0.7,4.5,1.0,0.0,Patrick,0 days 00:03:42,5.5
Nicole Brown,2017-10-15 20:29:32,2017-10-15 20:44:04,Card,2,2.0,11.0,1.5,0.0,Nicole,0 days 00:14:32,12.5
Christine Farmer,2017-02-23 18:16:41,2017-02-23 18:38:18,Cash,2,2.4,14.5,4.05,0.0,Christine,0 days 00:21:37,18.55
Ricardo Sanchez,2017-11-24 15:53:23,2017-11-24 16:07:06,Card,5,4.99,16.5,0.0,0.0,Ricardo,0 days 00:13:43,16.5
Alexis Garcia,2017-11-07 16:34:46,2017-11-07 16:46:56,Card,1,1.78,9.5,1.0,0.0,Alexis,0 days 00:12:10,10.5
Linda Mason,2017-12-07 08:35:45,2017-12-07 08:56:16,Cash,4,1.39,13.0,2.76,0.0,Linda,0 days 00:20:31,15.76
Carl Rodriguez,2017-05-08 21:59:44,2017-05-08 22:04:47,Cash,4,0.89,5.5,0.0,0.0,Carl,0 days 00:05:03,5.5
Pamela Skinner,2017-05-24 08:13:53,2017-05-24 08:20:41,Cash,1,1.0,7.0,2.34,0.0,Pamela,0 days 00:06:48,9.34
Sheryl Oneal,2017-11-27 12:31:15,2017-11-27 12:57:30,Card,1,5.0,20.5,4.26,0.0,Sheryl,0 days 00:26:15,24.759999999999998
Karen Mosley,2017-09-07 18:02:16,2017-09-07 18:08:13,Cash,1,1.0,6.0,0.0,0.0,Karen,0 days 00:05:57,6.0
Mr. Albert Lee,2017-08-19 16:03:21,2017-08-19 16:18:08,Cash,2,6.7,20.5,4.25,0.0,Mr.,0 days 00:14:47,24.75
Hannah Evans,2017-12-12 08:16:10,2017-12-12 08:21:30,Cash,1,1.03,6.0,1.0,0.0,Hannah,0 days 00:05:20,7.0
Jared Glover,2017-11-10 22:02:48,2017-11-10 22:08:50,Card,2,0.8,6.0,0.0,0.0,Jared,0 days 00:06:02,6.0
Christopher Diaz,2017-03-31 03:51:40,2017-03-31 04:01:03,Cash,1,1.8,9.0,2.05,0.0,Christopher,0 days 00:09:23,11.05
James Obrien,2017-10-31 21:53:06,2017-10-31 22:01:18,Card,1,0.91,7.0,1.66,0.0,James,0 days 00:08:12,8.66
Anne Ashley,2017-03-21 12:16:54,2017-03-21 12:19:41,Cash,1,0.3,3.5,0.0,0.0,Anne,0 days 00:02:47,3.5
Adam Kennedy,2017-04-17 16:55:11,2017-04-17 17:04:26,Cash,1,1.2,7.5,0.0,0.0,Adam,0 days 00:09:15,7.5
Marie Bird,2017-01-01 22:18:50,2017-01-01 22:48:29,Card,2,17.8,52.0,5.0,5.54,Marie,0 days 00:29:39,62.54
Kevin Calhoun,2017-09-29 19:26:10,2017-09-29 19:28:49,Card,5,0.29,3.5,1.06,0.0,Kevin,0 days 00:02:39,4.5600000000000005
Katherine Allen,2017-12-11 14:33:29,2017-12-11 14:40:28,Cash,6,1.08,6.5,1.2,0.0,Katherine,0 days 00:06:59,7.7
Justin Fuller,2017-10-31 05:24:59,2017-10-31 05:27:30,Card,1,0.46,4.0,1.06,0.0,Justin,0 days 00:02:31,5.0600000000000005
Lisa Dorsey,2017-10-04 17:29:23,2017-10-04 17:43:35,Card,1,3.1,13.0,1.48,0.0,Lisa,0 days 00:14:12,14.48
Sandra Collins,2017-08-03 08:40:43,2017-08-03 08:50:29,Cash,1,1.7,9.0,1.95,0.0,Sandra,0 days 00:09:46,10.95
Robert Lindsey,2017-07-25 19:26:39,2017-07-25 19:33:45,Card,1,1.03,6.5,0.0,0.0,Robert,0 days 00:07:06,6.5
Brian Miller,2017-02-08 14:52:18,2017-02-08 15:05:59,Card,5,2.19,11.0,0.0,0.0,Brian,0 days 00:13:41,11.0
Katherine Ramirez,2017-04-03 01:06:35,2017-04-03 01:15:43,Card,1,3.3,12.0,2.0,0.0,Katherine,0 days 00:09:08,14.0
Patrick Butler,2017-12-21 13:35:11,2017-12-21 13:44:03,Cash,5,2.47,9.5,0.0,0.0,Patrick,0 days 00:08:52,9.5
Amanda Bryant,2017-08-24 12:21:21,2017-08-24 12:23:01,Cash,5,0.7,4.0,1.0,0.0,Amanda,0 days 00:01:40,5.0
Marvin Stephens,2017-10-31 21:02:33,2017-10-31 21:32:17,Cash,1,9.2,30.5,5.0,0.0,Marvin,0 days 00:29:44,35.5
Isabella Griffith,2017-08-22 11:26:34,2017-08-22 11:51:10,Card,1,9.3,30.0,4.0,0.0,Isabella,0 days 00:24:36,34.0
Victoria Ward,2017-07-22 02:12:36,2017-07-22 02:19:27,Card,2,1.2,7.0,1.65,0.0,Victoria,0 days 00:06:51,8.65
Crystal Jones,2017-01-25 12:59:45,2017-01-25 13:08:18,Cash,6,0.86,7.0,1.95,0.0,Crystal,0 days 00:08:33,8.95
Mckenzie Baker,2017-01-31 17:40:32,2017-01-31 17:54:16,Card,1,1.1,9.5,0.0,0.0,Mckenzie,0 days 00:13:44,9.5
Joseph Gray,2017-03-19 15:34:11,2017-03-19 15:47:36,Cash,1,2.1,10.5,2.26,0.0,Joseph,0 days 00:13:25,12.76
Michelle Alvarez,2017-04-25 11:29:47,2017-04-25 11:46:37,Cash,1,1.7,12.0,2.56,0.0,Michelle,0 days 00:16:50,14.56
Randy Tucker,2017-07-15 21:45:39,2017-07-15 21:53:36,Cash,1,1.3,7.0,1.65,0.0,Randy,0 days 00:07:57,8.65
Alicia Hall,2017-03-02 07:22:56,2017-03-02 07:29:07,Card,6,1.27,6.5,0.0,0.0,Alicia,0 days 00:06:11,6.5
Kristen Suarez,2017-12-27 13:48:51,2017-12-27 13:59:18,Card,2,0.99,8.0,1.76,0.0,Kristen,0 days 00:10:27,9.76
Raymond Gonzalez,2017-01-13 20:16:16,2017-01-13 20:37:40,Card,1,5.63,19.5,5.2,0.0,Raymond,0 days 00:21:24,24.7
Steven Young,2017-07-04 21:54:09,2017-07-04 22:00:09,Cash,2,1.46,7.0,1.66,0.0,Steven,0 days 00:06:00,8.66
Alexis Nelson,2017-01-26 11:50:58,2017-01-26 12:10:43,Cash,1,3.18,15.0,0.0,0.0,Alexis,0 days 00:19:45,15.0
Mercedes Hanson,2017-03-03 18:36:47,2017-03-03 18:55:39,Cash,1,1.6,12.5,2.85,0.0,Mercedes,0 days 00:18:52,15.35
Ivan Tapia,2017-11-16 01:32:28,2017-11-16 01:37:14,Cash,1,0.93,5.5,1.36,0.0,Ivan,0 days 00:04:46,6.86
Lisa Schmidt,2017-08-12 22:22:27,2017-08-12 22:26:44,Cash,1,0.6,5.0,0.0,0.0,Lisa,0 days 00:04:17,5.0
Larry Lee,2017-05-16 00:20:55,2017-05-16 00:37:50,Cash,1,5.03,17.5,4.7,0.0,Larry,0 days 00:16:55,22.2
Jessica Schultz,2017-09-12 01:25:38,2017-09-12 01:31:57,Card,1,2.82,9.5,0.0,0.0,Jessica,0 days 00:06:19,9.5
Vincent Thompson,2017-08-13 03:54:03,2017-08-13 04:06:15,Card,1,1.83,10.0,0.0,0.0,Vincent,0 days 00:12:12,10.0
Margaret Scott,2017-12-12 16:43:15,2017-12-12 16:50:28,Cash,1,0.8,6.5,0.0,0.0,Margaret,0 days 00:07:13,6.5
Kent Hall,2017-01-30 10:37:57,2017-01-30 10:51:20,Card,1,2.42,11.5,0.0,0.0,Kent,0 days 00:13:23,11.5
Walter Mckinney,2017-03-20 17:04:54,2017-03-20 17:12:52,Card,1,1.4,7.5,1.85,0.0,Walter,0 days 00:07:58,9.35
Karen Lee,2017-10-20 14:32:24,2017-10-20 14:50:59,Cash,1,3.7,15.0,2.0,0.0,Karen,0 days 00:18:35,17.0
Jessica Dunn,2017-05-03 12:17:14,2017-05-03 12:35:26,Cash,1,2.45,13.5,0.0,0.0,Jessica,0 days 00:18:12,13.5
Robert Campbell,2017-09-07 19:18:20,2017-09-07 19:29:25,Card,2,1.41,9.0,0.0,0.0,Robert,0 days 00:11:05,9.0
Joshua Knight,2017-04-20 21:37:32,2017-04-20 21:44:53,Cash,1,0.81,6.5,0.0,0.0,Joshua,0 days 00:07:21,6.5
John Hines,2017-06-19 14:39:25,2017-06-19 14:45:29,Card,5,1.11,6.5,0.0,0.0,John,0 days 00:06:04,6.5
Kenneth Greene,2017-07-01 03:12:17,2017-07-01 03:16:59,Card,1,0.7,5.0,0.0,0.0,Kenneth,0 days 00:04:42,5.0
Crystal Avila,2017-05-13 09:05:39,2017-05-13 09:29:03,Card,1,16.15,52.0,0.0,5.76,Crystal,0 days 00:23:24,57.76
Melissa Smith,2017-08-14 18:35:04,2017-08-14 18:40:54,Card,4,0.89,5.5,0.0,0.0,Melissa,0 days 00:05:50,5.5
Crystal Watson,2017-01-03 21:15:33,2017-01-03 21:30:55,Card,1,3.2,13.5,3.7,0.0,Crystal,0 days 00:15:22,17.2
Jennifer Spears,2017-10-05 15:02:59,2017-10-05 15:16:43,Cash,2,1.5,10.0,3.0,0.0,Jennifer,0 days 00:13:44,13.0
Ryan Wagner,2017-08-25 06:41:59,2017-08-25 06:43:56,Cash,1,0.7,4.0,0.95,0.0,Ryan,0 days 00:01:57,4.95
Cynthia Beck,2017-03-11 15:20:25,2017-03-11 15:34:39,Card,1,1.23,10.0,0.0,0.0,Cynthia,0 days 00:14:14,10.0
David Hawkins,2017-02-01 13:23:37,2017-02-01 13:33:48,Card,2,1.6,9.0,2.45,0.0,David,0 days 00:10:11,11.45
Mr. Jacob Lopez,2017-05-16 01:03:21,2017-05-16 01:15:17,Card,1,2.31,10.5,2.95,0.0,Mr.,0 days 00:11:56,13.45
Deanna James,2017-12-28 13:43:03,2017-12-28 14:06:37,Card,1,3.53,16.5,3.46,0.0,Deanna,0 days 00:23:34,19.96
Steven Farmer,2017-04-13 15:23:47,2017-04-13 15:30:45,Card,1,1.0,6.5,0.0,0.0,Steven,0 days 00:06:58,6.5
Dana Holt,2017-11-18 13:01:13,2017-11-18 13:11:37,Card,1,1.4,8.5,0.0,0.0,Dana,0 days 00:10:24,8.5
Toni Davis,2017-11-17 12:24:48,2017-11-17 12:42:59,Cash,3,1.33,11.5,2.46,0.0,Toni,0 days 00:18:11,13.96
Richard Castillo,2017-08-01 14:59:30,2017-08-01 15:30:28,Cash,1,5.52,23.5,0.0,0.0,Richard,0 days 00:30:58,23.5
Derek Craig,2017-03-30 14:23:33,2017-03-30 14:55:00,Card,3,4.71,23.0,4.76,0.0,Derek,0 days 00:31:27,27.759999999999998
Mrs. Danielle Williams MD,2017-11-06 16:30:00,2017-11-06 17:08:34,Cash,1,5.8,26.5,0.0,0.0,Mrs.,0 days 00:38:34,26.5
Terri Harris,2017-07-27 19:07:33,2017-07-27 19:14:51,Cash,1,0.9,6.5,0.0,0.0,Terri,0 days 00:07:18,6.5
Thomas Brown,2017-10-28 21:41:03,2017-10-28 21:58:13,Card,1,2.3,12.0,2.65,0.0,Thomas,0 days 00:17:10,14.65
Steven Kelley,2017-11-17 21:13:45,2017-11-17 21:31:09,Card,1,4.22,16.0,0.0,0.0,Steven,0 days 00:17:24,16.0
Cody Pruitt,2017-07-15 12:52:02,2017-07-15 13:02:52,Card,1,1.14,8.0,0.0,0.0,Cody,0 days 00:10:50,8.0
Chelsea Thomas,2017-06-27 08:59:44,2017-06-27 09:09:28,Card,1,1.3,8.0,1.75,0.0,Chelsea,0 days 00:09:44,9.75
Tony Walters,2017-11-06 18:30:59,2017-11-06 18:57:42,Cash,1,3.2,18.0,3.95,0.0,Tony,0 days 00:26:43,21.95
Amy Willis,2017-07-05 11:35:29,2017-07-05 11:55:32,Cash,2,2.7,14.5,3.8,0.0,Amy,0 days 00:20:03,18.3
Nathan Romero,2017-12-07 19:10:50,2017-12-07 19:19:55,Cash,1,0.99,7.5,1.0,0.0,Nathan,0 days 00:09:05,8.5
Kelli Richardson,2017-11-14 12:12:02,2017-11-14 12:15:50,Card,5,0.52,4.5,1.06,0.0,Kelli,0 days 00:03:48,5.5600000000000005
Jasmine Henson,2017-06-19 11:25:43,2017-06-19 12:20:22,Cash,1,12.6,44.5,10.2,5.76,Jasmine,0 days 00:54:39,60.46
Jacob Johnson,2017-11-08 08:35:46,2017-11-08 09:30:25,Card,1,15.48,48.0,8.0,5.76,Jacob,0 days 00:54:39,61.76
James Perez,2017-05-17 11:38:12,2017-05-17 11:49:25,Card,1,1.37,9.0,0.0,0.0,James,0 days 00:11:13,9.0
Kimberly Chavez,2017-01-13 13:17:28,2017-01-13 14:17:33,Card,2,14.1,51.0,0.0,0.0,Kimberly,0 days 01:00:05,51.0
Benjamin Rivera,2017-03-19 18:50:01,2017-03-19 18:56:56,Card,1,0.8,6.5,0.0,0.0,Benjamin,0 days 00:06:55,6.5
Gerald Lee,2017-10-22 13:23:28,2017-10-22 13:31:09,Card,1,1.3,7.0,2.3,0.0,Gerald,0 days 00:07:41,9.3
Karla Francis,2017-05-20 11:40:16,2017-05-20 11:47:17,Cash,5,1.55,7.0,1.0,0.0,Karla,0 days 00:07:01,8.0
Dawn Nelson,2017-09-08 08:45:22,2017-09-08 08:58:15,Card,1,1.7,10.0,0.0,0.0,Dawn,0 days 00:12:53,10.0
Sandra Farmer,2017-04-02 12:21:49,2017-04-02 12:31:17,Card,2,1.2,8.0,2.6,0.0,Sandra,0 days 00:09:28,10.6
Susan Burgess,2017-04-12 21:20:34,2017-04-12 21:31:11,Cash,1,2.21,9.5,2.7,0.0,Susan,0 days 00:10:37,12.2
Brian Santos,2017-07-10 09:43:25,2017-07-10 10:04:34,Card,1,2.12,14.0,2.96,0.0,Brian,0 days 00:21:09,16.96
Shelby Murphy,2017-11-20 22:53:47,2017-11-20 23:08:33,Cash,1,4.0,14.0,3.05,0.0,Shelby,0 days 00:14:46,17.05
Jesse Young,2017-10-17 00:00:07,2017-10-17 00:09:43,Card,1,1.4,8.0,0.0,0.0,Jesse,0 days 00:09:36,8.0
John Wright,2017-12-29 23:21:36,2017-12-29 23:25:18,Card,1,0.7,4.5,1.45,0.0,John,0 days 00:03:42,5.95
Kevin Clark,2017-11-16 19:49:32,2017-11-16 19:53:26,Cash,1,0.4,4.5,1.25,0.0,Kevin,0 days 00:03:54,5.75
Louis Juarez,2017-12-27 16:17:00,2017-12-27 16:25:56,Card,2,1.2,7.5,1.85,0.0,Louis,0 days 00:08:56,9.35
Grace Erickson,2017-03-09 21:28:28,2017-03-09 21:47:20,Card,1,3.1,15.5,0.0,0.0,Grace,0 days 00:18:52,15.5
Amy Suarez,2017-12-07 17:50:24,2017-12-07 18:04:26,Cash,1,1.8,11.0,1.92,0.0,Amy,0 days 00:14:02,12.92
Lori Le,2017-03-13 08:42:49,2017-03-13 08:54:25,Cash,1,0.9,8.5,1.85,0.0,Lori,0 days 00:11:36,10.35
